char	unicode	big5	category	dfs_code	compat_class	slot_source	t2s	note
元	U+5143	A4B8	cjk	$13C6	base-exact	base-compatible	元	
允	U+5141	A4B9	cjk	$13E6	base-exact	base-compatible	允	
內	U+5167	A4BA	cjk	$0D62	base-t2s-ime-glyph-patch	base-compatible	内	glyph patch 内->內
六	U+516D	A4BB	cjk	$0C33	base-exact	base-compatible	六	
兮	U+516E	A4BC	cjk	$1A17	base-exact	base-compatible	兮	
公	U+516C	A4BD	cjk	$0893	base-exact	base-compatible	公	
冗	U+5197	A4BE	cjk	$0F01	base-exact	base-compatible	冗	
凶	U+51F6	A4BF	cjk	$1248	base-exact	base-compatible	凶	
分	U+5206	A4C0	cjk	$07E4	base-exact	base-compatible	分	
切	U+5207	A4C1	cjk	$0E90	base-exact	base-compatible	切	
刈	U+5208	A4C2	cjk	$19A7	base-exact	base-compatible	刈	
勻	U+52FB	A4C3	cjk	$13E4	base-t2s-ime-glyph-patch	base-compatible	匀	glyph patch 匀->勻
勾	U+52FE	A4C4	cjk	$089C	base-exact	base-compatible	勾	
勿	U+52FF	A4C5	cjk	$119C	base-exact	base-compatible	勿	
化	U+5316	A4C6	cjk	$0971	base-exact	base-compatible	化	
匹	U+5339	A4C7	cjk	$0DE9	base-exact	base-compatible	匹	
午	U+5348	A4C8	cjk	$1193	base-exact	base-compatible	午	
升	U+5347	A4C9	cjk	$0F97	base-exact	base-compatible	升	
卞	U+535E	A4CB	cjk	$0583	base-exact	base-compatible	卞	
厄	U+5384	A4CC	cjk	$07A2	base-exact	base-compatible	厄	
友	U+53CB	A4CD	cjk	$138F	base-exact	base-compatible	友	
及	U+53CA	A4CE	cjk	$09D0	base-exact	base-compatible	及	
反	U+53CD	A4CF	cjk	$07C2	base-exact	base-compatible	反	
壬	U+58EC	A4D0	cjk	$0EE7	base-exact	base-compatible	壬	
天	U+5929	A4D1	cjk	$10BE	base-exact	base-compatible	天	
夫	U+592B	A4D2	cjk	$0804	base-exact	base-compatible	夫	
太	U+592A	A4D3	cjk	$107D	base-exact	base-compatible	太	
夭	U+592D	A4D4	cjk	$1982	base-exact	base-compatible	夭	
孔	U+5B54	A4D5	cjk	$0B37	base-exact	base-compatible	孔	
少	U+5C11	A4D6	cjk	$0F73	base-exact	base-compatible	少	
尤	U+5C24	A4D7	cjk	$1386	base-exact	base-compatible	尤	
尺	U+5C3A	A4D8	cjk	$0642	base-exact	base-compatible	尺	
屯	U+5C6F	A4D9	cjk	$1101	base-exact	base-compatible	屯	
巴	U+5DF4	A4DA	cjk	$04EF	base-exact	base-compatible	巴	
幻	U+5E7B	A4DB	cjk	$0985	base-exact	base-compatible	幻	
廿	U+5EFF	A4DC	cjk	$1975	base-exact	base-compatible	廿	
弔	U+5F14	A4DD	cjk	$140B	cjk-extension	extension-page	吊	new/expanded DFS page
引	U+5F15	A4DE	cjk	$1348	base-exact	base-compatible	引	
心	U+5FC3	A4DF	cjk	$1234	base-exact	base-compatible	心	
戈	U+6208	A4E0	cjk	$0874	base-exact	base-compatible	戈	
戶	U+6236	A4E1	cjk	$0969	base-t2s-ime-glyph-patch	base-compatible	户	glyph patch 户->戶
手	U+624B	A4E2	cjk	$0FCE	base-exact	base-compatible	手	
扎	U+624E	A4E3	cjk	$181D	base-exact	base-compatible	扎	
支	U+652F	A4E4	cjk	$189D	base-exact	base-compatible	支	
文	U+6587	A4E5	cjk	$1170	base-exact	base-compatible	文	
斗	U+6597	A4E6	cjk	$0767	base-exact	base-compatible	斗	
斤	U+65A4	A4E7	cjk	$0A8B	base-exact	base-compatible	斤	
方	U+65B9	A4E8	cjk	$07CB	base-exact	base-compatible	方	
日	U+65E5	A4E9	cjk	$0EF3	base-exact	base-compatible	日	
曰	U+66F0	A4EA	cjk	$13D7	base-exact	base-compatible	曰	
月	U+6708	A4EB	cjk	$13DE	base-exact	base-compatible	月	
木	U+6728	A4EC	cjk	$0D30	base-exact	base-compatible	木	
欠	U+6B20	A4ED	cjk	$0E77	base-exact	base-compatible	欠	
止	U+6B62	A4EE	cjk	$18AF	base-exact	base-compatible	止	
歹	U+6B79	A4EF	cjk	$06CB	base-exact	base-compatible	歹	
毋	U+6BCB	A4F0	cjk	$118F	base-exact	base-compatible	毋	
比	U+6BD4	A4F1	cjk	$0566	base-exact	base-compatible	比	
毛	U+6BDB	A4F2	cjk	$0CB7	base-exact	base-compatible	毛	
氏	U+6C0F	A4F3	cjk	$0FC7	base-exact	base-compatible	氏	
水	U+6C34	A4F4	cjk	$1008	base-exact	base-compatible	水	
火	U+706B	A4F5	cjk	$09B2	base-exact	base-compatible	火	
爪	U+722A	A4F6	cjk	$18FA	base-exact	base-compatible	爪	
父	U+7236	A4F7	cjk	$082C	base-exact	base-compatible	父	
爻	U+723B	A4F8	cjk	$1983	base-exact	base-compatible	爻	
片	U+7247	A4F9	cjk	$0DF0	base-exact	base-compatible	片	
牙	U+7259	A4FA	cjk	$12A4	base-exact	base-compatible	牙	
牛	U+725B	A4FB	cjk	$0D89	base-exact	base-compatible	牛	
犬	U+72AC	A4FC	cjk	$0ECC	base-exact	base-compatible	犬	
王	U+738B	A4FD	cjk	$112D	base-exact	base-compatible	王	
丙	U+4E19	A4FE	cjk	$0599	base-exact	base-compatible	丙	
世	U+4E16	A540	cjk	$0FB8	base-exact	base-compatible	世	
丕	U+4E15	A541	cjk	$1977	base-exact	base-compatible	丕	
且	U+4E14	A542	cjk	$0E92	base-exact	base-compatible	且	
丘	U+4E18	A543	cjk	$0EB0	base-exact	base-compatible	丘	
主	U+4E3B	A544	cjk	$18ED	base-exact	base-compatible	主	
乍	U+4E4D	A545	cjk	$1829	base-exact	base-compatible	乍	
乏	U+4E4F	A546	cjk	$07B4	base-exact	base-compatible	乏	
乎	U+4E4E	A547	cjk	$0944	base-exact	base-compatible	乎	
以	U+4EE5	A548	cjk	$131D	base-exact	base-compatible	以	
付	U+4ED8	A549	cjk	$082A	base-exact	base-compatible	付	
仔	U+4ED4	A54A	cjk	$192C	base-exact	base-compatible	仔	
仕	U+4ED5	A54B	cjk	$0FC3	base-exact	base-compatible	仕	
他	U+4ED6	A54C	cjk	$106F	base-exact	base-compatible	他	
仗	U+4ED7	A54D	cjk	$1864	base-exact	base-compatible	仗	
代	U+4EE3	A54E	cjk	$06D0	base-exact	base-compatible	代	
令	U+4EE4	A54F	cjk	$0C28	base-exact	base-compatible	令	
仙	U+4ED9	A550	cjk	$11D3	base-exact	base-compatible	仙	
仞	U+4EDE	A551	cjk	$19C0	base-exact	base-compatible	仞	
充	U+5145	A552	cjk	$0647	base-exact	base-compatible	充	
兄	U+5144	A553	cjk	$1247	base-exact	base-compatible	兄	
冉	U+5189	A554	cjk	$0EDB	base-exact	base-compatible	冉	
冊	U+518A	A555	cjk	$05DD	base-t2s-ime-glyph-patch	base-compatible	册	glyph patch 册->冊
冬	U+51AC	A556	cjk	$0747	base-exact	base-compatible	冬	
凹	U+51F9	A557	cjk	$04DE	base-exact	base-compatible	凹	
出	U+51FA	A558	cjk	$066E	base-exact	base-compatible	出	
凸	U+51F8	A559	cjk	$10E9	base-exact	base-compatible	凸	
刊	U+520A	A55A	cjk	$0B0B	base-exact	base-compatible	刊	
加	U+52A0	A55B	cjk	$09F3	base-exact	base-compatible	加	
功	U+529F	A55C	cjk	$088E	base-exact	base-compatible	功	
包	U+5305	A55D	cjk	$0526	base-exact	base-compatible	包	
匆	U+5306	A55E	cjk	$06A8	base-exact	base-compatible	匆	
北	U+5317	A55F	cjk	$0539	base-exact	base-compatible	北	
匝	U+531D	A560	cjk	$13ED	base-exact	base-compatible	匝	
仟	U+4EDF	A561	cjk	$0E6A	base-exact	base-compatible	仟	
半	U+534A	A562	cjk	$0511	base-exact	base-compatible	半	
卉	U+5349	A563	cjk	$099E	base-exact	base-compatible	卉	
卡	U+5361	A564	cjk	$0B04	base-exact	base-compatible	卡	
占	U+5360	A565	cjk	$183E	base-exact	base-compatible	占	
卯	U+536F	A566	cjk	$0CBA	base-exact	base-compatible	卯	
卮	U+536E	A567	cjk	$1984	base-exact	base-compatible	卮	
去	U+53BB	A568	cjk	$0EC3	base-exact	base-compatible	去	
可	U+53EF	A569	cjk	$0B29	base-exact	base-compatible	可	
古	U+53E4	A56A	cjk	$08AD	base-exact	base-compatible	古	
右	U+53F3	A56B	cjk	$1390	base-exact	base-compatible	右	
召	U+53EC	A56C	cjk	$1871	base-exact	base-compatible	召	
叮	U+53EE	A56D	cjk	$073D	base-exact	base-compatible	叮	
叩	U+53E9	A56E	cjk	$1C71	base-exact	base-compatible	叩	
叨	U+53E8	A56F	cjk	$1C72	base-exact	base-compatible	叨	
叼	U+53FC	A570	cjk	$072C	base-exact	base-compatible	叼	
司	U+53F8	A571	cjk	$101B	base-exact	base-compatible	司	
叵	U+53F5	A572	cjk	$199F	base-exact	base-compatible	叵	
叫	U+53EB	A573	cjk	$0A6C	base-exact	base-compatible	叫	
另	U+53E6	A574	cjk	$0C27	base-exact	base-compatible	另	
只	U+53EA	A575	cjk	$18B1	base-exact	base-compatible	只	
史	U+53F2	A576	cjk	$0FAF	base-exact	base-compatible	史	
叱	U+53F1	A577	cjk	$1C6F	base-exact	base-compatible	叱	
台	U+53F0	A578	cjk	$107A	base-exact	base-compatible	台	
句	U+53E5	A579	cjk	$0ADE	base-exact	base-compatible	句	
叭	U+53ED	A57A	cjk	$04EA	base-exact	base-compatible	叭	
叻	U+53FB	A57B	cjk	$1C73	base-exact	base-compatible	叻	
四	U+56DB	A57C	cjk	$1021	base-exact	base-compatible	四	
囚	U+56DA	A57D	cjk	$0EB4	base-exact	base-compatible	囚	
外	U+5916	A57E	cjk	$1119	base-exact	base-compatible	外	
央	U+592E	A5A1	cjk	$12CF	base-exact	base-compatible	央	
失	U+5931	A5A2	cjk	$0F9F	base-exact	base-compatible	失	
奴	U+5974	A5A3	cjk	$0D91	base-exact	base-compatible	奴	
奶	U+5976	A5A4	cjk	$0D3E	base-exact	base-compatible	奶	
孕	U+5B55	A5A5	cjk	$13EC	base-exact	base-compatible	孕	
它	U+5B83	A5A6	cjk	$1070	base-exact	base-compatible	它	
尼	U+5C3C	A5A7	cjk	$0D69	base-exact	base-compatible	尼	
巨	U+5DE8	A5A8	cjk	$0AD8	base-exact	base-compatible	巨	
巧	U+5DE7	A5A9	cjk	$0E89	base-exact	base-compatible	巧	
左	U+5DE6	A5AA	cjk	$1965	base-exact	base-compatible	左	
市	U+5E02	A5AB	cjk	$0FC8	base-exact	base-compatible	市	
布	U+5E03	A5AC	cjk	$05B8	base-exact	base-compatible	布	
平	U+5E73	A5AD	cjk	$0E05	base-exact	base-compatible	平	
幼	U+5E7C	A5AE	cjk	$1395	base-exact	base-compatible	幼	
弁	U+5F01	A5AF	cjk	$1AD5	base-exact	base-compatible	弁	
弘	U+5F18	A5B0	cjk	$0939	base-exact	base-compatible	弘	
弗	U+5F17	A5B1	cjk	$0818	base-exact	base-compatible	弗	
必	U+5FC5	A5B2	cjk	$0576	base-exact	base-compatible	必	
戊	U+620A	A5B3	cjk	$1198	base-exact	base-compatible	戊	
打	U+6253	A5B4	cjk	$06C8	base-exact	base-compatible	打	
扔	U+6254	A5B5	cjk	$0EF1	base-exact	base-compatible	扔	
扒	U+6252	A5B6	cjk	$04E9	base-exact	base-compatible	扒	
扑	U+6251	A5B7	cjk	$0E13	base-exact	base-compatible	扑	
斥	U+65A5	A5B8	cjk	$0645	base-exact	base-compatible	斥	
旦	U+65E6	A5B9	cjk	$06DD	base-exact	base-compatible	旦	
朮	U+672E	A5BA	cjk	$0FED	base-t2s-ime-glyph-patch	base-compatible	术	glyph patch 术->朮; strict policy: canonical glyph patch for shared code $0FED
本	U+672C	A5BB	cjk	$0547	base-exact	base-compatible	本	
未	U+672A	A5BC	cjk	$1160	base-exact	base-compatible	未	
末	U+672B	A5BD	cjk	$0D1A	base-exact	base-compatible	末	
札	U+672D	A5BE	cjk	$1820	base-exact	base-compatible	札	
正	U+6B63	A5BF	cjk	$1895	base-exact	base-compatible	正	
母	U+6BCD	A5C0	cjk	$0D2A	base-exact	base-compatible	母	
民	U+6C11	A5C1	cjk	$0D01	base-exact	base-compatible	民	
氐	U+6C10	A5C2	cjk	$1985	base-exact	base-compatible	氐	
永	U+6C38	A5C3	cjk	$137E	base-exact	base-compatible	永	
汁	U+6C41	A5C4	cjk	$18A3	base-exact	base-compatible	汁	
汀	U+6C40	A5C5	cjk	$10D1	base-exact	base-compatible	汀	
氾	U+6C3E	A5C6	cjk	$140C	cjk-extension	extension-page	泛	new/expanded DFS page
犯	U+72AF	A5C7	cjk	$07C6	base-exact	base-compatible	犯	
玄	U+7384	A5C8	cjk	$1284	base-exact	base-compatible	玄	
玉	U+7389	A5C9	cjk	$13AF	base-exact	base-compatible	玉	
瓜	U+74DC	A5CA	cjk	$08B7	base-exact	base-compatible	瓜	
瓦	U+74E6	A5CB	cjk	$1113	base-exact	base-compatible	瓦	
甘	U+7518	A5CC	cjk	$083E	base-exact	base-compatible	甘	
生	U+751F	A5CD	cjk	$0F94	base-exact	base-compatible	生	
用	U+7528	A5CE	cjk	$1381	base-exact	base-compatible	用	
甩	U+7529	A5CF	cjk	$0FFC	base-exact	base-compatible	甩	
田	U+7530	A5D0	cjk	$10C1	base-exact	base-compatible	田	
由	U+7531	A5D1	cjk	$1387	base-exact	base-compatible	由	
甲	U+7532	A5D2	cjk	$09F7	base-exact	base-compatible	甲	
申	U+7533	A5D3	cjk	$0F84	base-exact	base-compatible	申	
疋	U+758B	A5D4	cjk	$2C10	base-exact	base-compatible	疋	
白	U+767D	A5D5	cjk	$04F9	base-exact	base-compatible	白	
皮	U+76AE	A5D6	cjk	$0DE8	base-exact	base-compatible	皮	
皿	U+76BF	A5D7	cjk	$0D03	base-exact	base-compatible	皿	
目	U+76EE	A5D8	cjk	$0D31	base-exact	base-compatible	目	
矛	U+77DB	A5D9	cjk	$0CB8	base-exact	base-compatible	矛	
矢	U+77E2	A5DA	cjk	$0FB0	base-exact	base-compatible	矢	
石	U+77F3	A5DB	cjk	$0FA7	base-exact	base-compatible	石	
示	U+793A	A5DC	cjk	$0FB6	base-exact	base-compatible	示	
禾	U+79BE	A5DD	cjk	$0919	base-exact	base-compatible	禾	
穴	U+7A74	A5DE	cjk	$128C	base-exact	base-compatible	穴	
立	U+7ACB	A5DF	cjk	$0BD4	base-exact	base-compatible	立	
丞	U+4E1E	A5E0	cjk	$1979	base-exact	base-compatible	丞	
丟	U+4E1F	A5E1	cjk	$0745	base-t2s-ime-glyph-patch	base-compatible	丢	glyph patch 丢->丟
乒	U+4E52	A5E2	cjk	$0E01	base-exact	base-compatible	乒	
乓	U+4E53	A5E3	cjk	$0DB8	base-exact	base-compatible	乓	
乩	U+4E69	A5E4	cjk	$1990	base-exact	base-compatible	乩	
亙	U+4E99	A5E5	cjk	$1978	base-t2s-ime-glyph-patch	base-compatible	亘	glyph patch 亘->亙
交	U+4EA4	A5E6	cjk	$0A42	base-exact	base-compatible	交	
亦	U+4EA6	A5E7	cjk	$132A	base-exact	base-compatible	亦	
亥	U+4EA5	A5E8	cjk	$08EB	base-exact	base-compatible	亥	
仿	U+4EFF	A5E9	cjk	$07D0	base-exact	base-compatible	仿	
伉	U+4F09	A5EA	cjk	$19C8	base-exact	base-compatible	伉	
伙	U+4F19	A5EB	cjk	$09B1	base-exact	base-compatible	伙	
伊	U+4F0A	A5EC	cjk	$1307	base-exact	base-compatible	伊	
伕	U+4F15	A5ED	cjk	$140D	cjk-extension	extension-page	伕	new/expanded DFS page
伍	U+4F0D	A5EE	cjk	$1195	base-exact	base-compatible	伍	
伐	U+4F10	A5EF	cjk	$07B3	base-exact	base-compatible	伐	
休	U+4F11	A5F0	cjk	$1263	base-exact	base-compatible	休	
伏	U+4F0F	A5F1	cjk	$080E	base-exact	base-compatible	伏	
仲	U+4EF2	A5F2	cjk	$18CF	base-exact	base-compatible	仲	
件	U+4EF6	A5F3	cjk	$0A26	base-exact	base-compatible	件	
任	U+4EFB	A5F4	cjk	$0EEC	base-exact	base-compatible	任	
仰	U+4EF0	A5F5	cjk	$12DA	base-exact	base-compatible	仰	
仳	U+4EF3	A5F6	cjk	$19C2	base-exact	base-compatible	仳	
份	U+4EFD	A5F7	cjk	$07EB	base-exact	base-compatible	份	
企	U+4F01	A5F8	cjk	$0E40	base-exact	base-compatible	企	
伋	U+4F0B	A5F9	cjk	$140E	cjk-extension	extension-page	伋	new/expanded DFS page
光	U+5149	A5FA	cjk	$08CA	base-exact	base-compatible	光	
兇	U+5147	A5FB	cjk	$140F	cjk-extension	extension-page	凶	new/expanded DFS page
兆	U+5146	A5FC	cjk	$186F	base-exact	base-compatible	兆	
先	U+5148	A5FD	cjk	$11D2	base-exact	base-compatible	先	
全	U+5168	A5FE	cjk	$0EC9	base-exact	base-compatible	全	
共	U+5171	A640	cjk	$089A	base-exact	base-compatible	共	
再	U+518D	A641	cjk	$13F5	base-exact	base-compatible	再	
冰	U+51B0	A642	cjk	$0597	base-exact	base-compatible	冰	
列	U+5217	A643	cjk	$0C06	base-exact	base-compatible	列	
刑	U+5211	A644	cjk	$123C	base-exact	base-compatible	刑	
划	U+5212	A645	cjk	$0970	base-exact	base-compatible	划	
刎	U+520E	A646	cjk	$19A8	base-exact	base-compatible	刎	
刖	U+5216	A647	cjk	$2978	base-exact	base-compatible	刖	
劣	U+52A3	A648	cjk	$0C09	base-exact	base-compatible	劣	
匈	U+5308	A649	cjk	$124A	base-exact	base-compatible	匈	
匡	U+5321	A64A	cjk	$0B65	base-exact	base-compatible	匡	
匠	U+5320	A64B	cjk	$0A39	base-exact	base-compatible	匠	
印	U+5370	A64C	cjk	$134A	base-exact	base-compatible	印	
危	U+5371	A64D	cjk	$1139	base-exact	base-compatible	危	
吉	U+5409	A64E	cjk	$09CA	base-exact	base-compatible	吉	
吏	U+540F	A64F	cjk	$0BC8	base-exact	base-compatible	吏	
同	U+540C	A650	cjk	$10DC	base-exact	base-compatible	同	
吊	U+540A	A651	cjk	$0731	base-exact	base-compatible	吊	
吐	U+5410	A652	cjk	$10F2	base-exact	base-compatible	吐	
吁	U+5401	A653	cjk	$13B3	base-exact	base-compatible	吁	
吋	U+540B	A654	cjk	$1410	cjk-extension	extension-page	吋	new/expanded DFS page
各	U+5404	A655	cjk	$0881	base-exact	base-compatible	各	
向	U+5411	A656	cjk	$11FC	base-exact	base-compatible	向	
名	U+540D	A657	cjk	$0D0B	base-exact	base-compatible	名	
合	U+5408	A658	cjk	$091C	base-exact	base-compatible	合	
吃	U+5403	A659	cjk	$0636	base-exact	base-compatible	吃	
后	U+540E	A65A	cjk	$0942	base-exact	base-compatible	后	
吆	U+5406	A65B	cjk	$1C76	base-exact	base-compatible	吆	
吒	U+5412	A65C	cjk	$1C74	base-exact	base-compatible	咤	
因	U+56E0	A65D	cjk	$133C	base-exact	base-compatible	因	
回	U+56DE	A65E	cjk	$099A	base-exact	base-compatible	回	
囝	U+56DD	A65F	cjk	$1D0C	base-exact	base-compatible	囝	
圳	U+5733	A660	cjk	$1AE2	base-exact	base-compatible	圳	
地	U+5730	A661	cjk	$0710	base-exact	base-compatible	地	
在	U+5728	A662	cjk	$13F6	base-exact	base-compatible	在	
圭	U+572D	A663	cjk	$08CF	base-exact	base-compatible	圭	
圬	U+572C	A664	cjk	$1AE0	base-exact	base-compatible	圬	
圯	U+572F	A665	cjk	$1AE5	base-exact	base-compatible	圯	
圩	U+5729	A666	cjk	$1ADF	base-exact	base-compatible	圩	
夙	U+5919	A667	cjk	$1A23	base-exact	base-compatible	夙	
多	U+591A	A668	cjk	$0790	base-exact	base-compatible	多	
夷	U+5937	A669	cjk	$130A	base-exact	base-compatible	夷	
夸	U+5938	A66A	cjk	$0B45	base-exact	base-compatible	夸	
妄	U+5984	A66B	cjk	$1135	base-exact	base-compatible	妄	
奸	U+5978	A66C	cjk	$0A0D	base-exact	base-compatible	奸	
妃	U+5983	A66D	cjk	$1F2E	base-exact	base-compatible	妃	
好	U+597D	A66E	cjk	$090D	base-exact	base-compatible	好	
她	U+5979	A66F	cjk	$1071	base-exact	base-compatible	她	
如	U+5982	A670	cjk	$0F09	base-exact	base-compatible	如	
妁	U+5981	A671	cjk	$1F2D	base-exact	base-compatible	妁	
字	U+5B57	A672	cjk	$1932	base-exact	base-compatible	字	
存	U+5B58	A673	cjk	$06BC	base-exact	base-compatible	存	
宇	U+5B87	A674	cjk	$13AC	base-exact	base-compatible	宇	
守	U+5B88	A675	cjk	$0FD0	base-exact	base-compatible	守	
宅	U+5B85	A676	cjk	$182E	base-exact	base-compatible	宅	
安	U+5B89	A677	cjk	$04D4	base-exact	base-compatible	安	
寺	U+5BFA	A678	cjk	$101F	base-exact	base-compatible	寺	
尖	U+5C16	A679	cjk	$0A06	base-exact	base-compatible	尖	
屹	U+5C79	A67A	cjk	$1323	base-exact	base-compatible	屹	
州	U+5DDE	A67B	cjk	$18D3	base-exact	base-compatible	州	
帆	U+5E06	A67C	cjk	$07B9	base-exact	base-compatible	帆	
并	U+5E76	A67D	cjk	$059E	base-exact	base-compatible	并	
年	U+5E74	A67E	cjk	$0D72	base-exact	base-compatible	年	
式	U+5F0F	A6A1	cjk	$0FB5	base-exact	base-compatible	式	
弛	U+5F1B	A6A2	cjk	$063C	base-exact	base-compatible	弛	
忙	U+5FD9	A6A3	cjk	$0CB2	base-exact	base-compatible	忙	
忖	U+5FD6	A6A4	cjk	$1DD6	base-exact	base-compatible	忖	
戎	U+620E	A6A5	cjk	$0EF4	base-exact	base-compatible	戎	
戌	U+620C	A6A6	cjk	$126D	base-exact	base-compatible	戌	
戍	U+620D	A6A7	cjk	$0FF1	base-exact	base-compatible	戍	
成	U+6210	A6A8	cjk	$062B	base-exact	base-compatible	成	
扣	U+6263	A6A9	cjk	$0B3B	base-exact	base-compatible	扣	
扛	U+625B	A6AA	cjk	$0B17	base-exact	base-compatible	扛	
托	U+6258	A6AB	cjk	$1104	base-exact	base-compatible	托	
收	U+6536	A6AC	cjk	$0FCD	base-exact	base-compatible	收	
早	U+65E9	A6AD	cjk	$1807	base-exact	base-compatible	早	
旨	U+65E8	A6AE	cjk	$18B2	base-exact	base-compatible	旨	
旬	U+65EC	A6AF	cjk	$1292	base-exact	base-compatible	旬	
旭	U+65ED	A6B0	cjk	$1277	base-exact	base-compatible	旭	
曲	U+66F2	A6B1	cjk	$0EBA	base-exact	base-compatible	曲	
曳	U+66F3	A6B2	cjk	$12F9	base-exact	base-compatible	曳	
有	U+6709	A6B3	cjk	$138E	base-exact	base-compatible	有	
朽	U+673D	A6B4	cjk	$1266	base-exact	base-compatible	朽	
朴	U+6734	A6B5	cjk	$0E1E	base-exact	base-compatible	朴	
朱	U+6731	A6B6	cjk	$18E2	base-exact	base-compatible	朱	
朵	U+6735	A6B7	cjk	$0794	base-exact	base-compatible	朵	
次	U+6B21	A6B8	cjk	$06A4	base-exact	base-compatible	次	
此	U+6B64	A6B9	cjk	$06A1	base-exact	base-compatible	此	
死	U+6B7B	A6BA	cjk	$101D	base-exact	base-compatible	死	
氖	U+6C16	A6BB	cjk	$0D3C	base-exact	base-compatible	氖	
汝	U+6C5D	A6BC	cjk	$0F0C	base-exact	base-compatible	汝	
汗	U+6C57	A6BD	cjk	$0903	base-exact	base-compatible	汗	
汙	U+6C59	A6BE	cjk	$1411	cjk-extension	extension-page	污	new/expanded DFS page
江	U+6C5F	A6BF	cjk	$0A33	base-exact	base-compatible	江	
池	U+6C60	A6C0	cjk	$063A	base-exact	base-compatible	池	
汐	U+6C50	A6C1	cjk	$11B5	base-exact	base-compatible	汐	
汕	U+6C55	A6C2	cjk	$0F61	base-exact	base-compatible	汕	
污	U+6C61	A6C3	cjk	$1187	base-exact	base-compatible	污	
汛	U+6C5B	A6C4	cjk	$1298	base-exact	base-compatible	汛	
汍	U+6C4D	A6C5	cjk	$1412	cjk-extension	extension-page	汍	new/expanded DFS page
汎	U+6C4E	A6C6	cjk	$1413	cjk-extension	extension-page	泛	new/expanded DFS page
灰	U+7070	A6C7	cjk	$0994	base-exact	base-compatible	灰	
牟	U+725F	A6C8	cjk	$0D24	base-exact	base-compatible	牟	
牝	U+725D	A6C9	cjk	$2938	base-exact	base-compatible	牝	
百	U+767E	A6CA	cjk	$04FB	base-exact	base-compatible	百	
竹	U+7AF9	A6CB	cjk	$18E7	base-exact	base-compatible	竹	
米	U+7C73	A6CC	cjk	$0CE3	base-exact	base-compatible	米	
糸	U+7CF8	A6CD	cjk	$2D69	base-exact	base-compatible	糸	
缶	U+7F36	A6CE	cjk	$2CC2	base-exact	base-compatible	缶	
羊	U+7F8A	A6CF	cjk	$12D6	base-exact	base-compatible	羊	
羽	U+7FBD	A6D0	cjk	$13AE	base-exact	base-compatible	羽	
老	U+8001	A6D1	cjk	$0BA3	base-exact	base-compatible	老	
考	U+8003	A6D2	cjk	$0B1B	base-exact	base-compatible	考	
而	U+800C	A6D3	cjk	$07A8	base-exact	base-compatible	而	
耒	U+8012	A6D4	cjk	$2C18	base-exact	base-compatible	耒	
耳	U+8033	A6D5	cjk	$07AA	base-exact	base-compatible	耳	
聿	U+807F	A6D6	cjk	$2A30	base-exact	base-compatible	聿	
肉	U+8089	A6D7	cjk	$0F04	base-exact	base-compatible	肉	
肋	U+808B	A6D8	cjk	$0BB3	base-exact	base-compatible	肋	
肌	U+808C	A6D9	cjk	$09C1	base-exact	base-compatible	肌	
臣	U+81E3	A6DA	cjk	$061D	base-exact	base-compatible	臣	
自	U+81EA	A6DB	cjk	$1930	base-exact	base-compatible	自	
至	U+81F3	A6DC	cjk	$18B7	base-exact	base-compatible	至	
臼	U+81FC	A6DD	cjk	$0AC4	base-exact	base-compatible	臼	
舌	U+820C	A6DE	cjk	$0F7A	base-exact	base-compatible	舌	
舛	U+821B	A6DF	cjk	$1DAA	base-exact	base-compatible	舛	
舟	U+821F	A6E0	cjk	$18D1	base-exact	base-compatible	舟	
艮	U+826E	A6E1	cjk	$2D49	base-exact	base-compatible	艮	
色	U+8272	A6E2	cjk	$0F2F	base-exact	base-compatible	色	
艾	U+827E	A6E3	cjk	$04CE	base-exact	base-compatible	艾	
虫	U+866B	A6E4	cjk	$0649	base-exact	base-compatible	虫	
血	U+8840	A6E5	cjk	$128E	base-exact	base-compatible	血	
行	U+884C	A6E6	cjk	$1241	base-exact	base-compatible	行	
衣	U+8863	A6E7	cjk	$1308	base-exact	base-compatible	衣	
西	U+897F	A6E8	cjk	$11A3	base-exact	base-compatible	西	
阡	U+9621	A6E9	cjk	$1A8E	base-exact	base-compatible	阡	
串	U+4E32	A6EA	cjk	$0684	base-exact	base-compatible	串	
亨	U+4EA8	A6EB	cjk	$092E	base-exact	base-compatible	亨	
位	U+4F4D	A6EC	cjk	$1167	base-exact	base-compatible	位	
住	U+4F4F	A6ED	cjk	$18F5	base-exact	base-compatible	住	
佇	U+4F47	A6EE	cjk	$19C9	base-t2s-ime-glyph-patch	base-compatible	伫	glyph patch 伫->佇
佗	U+4F57	A6EF	cjk	$19D0	base-exact	base-compatible	佗	
佞	U+4F5E	A6F0	cjk	$19CA	base-exact	base-compatible	佞	
伴	U+4F34	A6F1	cjk	$050F	base-exact	base-compatible	伴	
佛	U+4F5B	A6F2	cjk	$0802	base-exact	base-compatible	佛	
何	U+4F55	A6F3	cjk	$091B	base-exact	base-compatible	何	
估	U+4F30	A6F4	cjk	$08A8	base-exact	base-compatible	估	
佐	U+4F50	A6F5	cjk	$1966	base-exact	base-compatible	佐	
佑	U+4F51	A6F6	cjk	$1391	base-exact	base-compatible	佑	
伽	U+4F3D	A6F7	cjk	$19D2	base-exact	base-compatible	伽	
伺	U+4F3A	A6F8	cjk	$1023	base-exact	base-compatible	伺	
