char	unicode	big5	category	dfs_code	compat_class	t2s	base_char_at_code	ime_reserved	note
壑	U+58D1	C0A4	cjk	$1ADE	base-exact	壑	壑	yes	
壎	U+58CE	C0A5	cjk	$1B03	base-t2s-ime-glyph-patch	埙	埙	yes	glyph patch 埙->壎; strict policy: canonical glyph patch for shared code $1B03
嬰	U+5B30	C0A6	cjk	$1362	base-t2s-ime-glyph-patch	婴	婴	yes	glyph patch 婴->嬰
嬪	U+5B2A	C0A7	cjk	$1F71	base-t2s-ime-glyph-patch	嫔	嫔	yes	glyph patch 嫔->嬪
嬤	U+5B24	C0A8	cjk	$1F7E	base-t2s-ime-glyph-patch	嬷	嬷	yes	glyph patch 嬷->嬤
孺	U+5B7A	C0A9	cjk	$0F08	base-exact	孺	孺	yes	
尷	U+5C37	C0AA	cjk	$1C13	base-t2s-ime-glyph-patch	尴	尴	yes	glyph patch 尴->尷
屨	U+5C68	C0AB	cjk	$1F24	base-t2s-ime-glyph-patch	屦	屦	yes	glyph patch 屦->屨
嶼	U+5DBC	C0AC	cjk	$13AA	base-t2s-ime-glyph-patch	屿	屿	yes	glyph patch 屿->嶼
嶸	U+5DB8	C0AF	cjk	$1D4A	base-t2s-ime-glyph-patch	嵘	嵘	yes	glyph patch 嵘->嶸
幫	U+5E6B	C0B0	cjk	$0518	base-t2s-ime-glyph-patch	帮	帮	yes	glyph patch 帮->幫
彌	U+5F4C	C0B1	cjk	$0CE2	base-t2s-ime-glyph-patch	弥	弥	yes	glyph patch 弥->彌; strict policy: canonical glyph patch for shared code $0CE2
徽	U+5FBD	C0B2	cjk	$0997	base-exact	徽	徽	yes	
應	U+61C9	C0B3	cjk	$1364	base-t2s-ime-glyph-patch	应	应	yes	glyph patch 应->應
懂	U+61C2	C0B4	cjk	$0749	base-exact	懂	懂	yes	
懇	U+61C7	C0B5	cjk	$0B32	base-t2s-ime-glyph-patch	恳	恳	yes	glyph patch 恳->懇
懦	U+61E6	C0B6	cjk	$0D99	base-exact	懦	懦	yes	
懋	U+61CB	C0B7	cjk	$2A2C	base-exact	懋	懋	yes	
戲	U+6232	C0B8	cjk	$11C1	base-t2s-ime-glyph-patch	戏	戏	yes	glyph patch 戏->戲
戴	U+6234	C0B9	cjk	$06CD	base-exact	戴	戴	yes	
擎	U+64CE	C0BA	cjk	$0EA6	base-exact	擎	擎	yes	
擊	U+64CA	C0BB	cjk	$09B9	base-t2s-ime-glyph-patch	击	击	yes	glyph patch 击->擊
擘	U+64D8	C0BC	cjk	$2947	base-exact	擘	擘	yes	
擠	U+64E0	C0BD	cjk	$09D7	base-t2s-ime-glyph-patch	挤	挤	yes	glyph patch 挤->擠
擰	U+64F0	C0BE	cjk	$0D87	base-t2s-ime-glyph-patch	拧	拧	yes	glyph patch 拧->擰
擦	U+64E6	C0BF	cjk	$05BD	base-exact	擦	擦	yes	
擬	U+64EC	C0C0	cjk	$0D6A	base-t2s-ime-glyph-patch	拟	拟	yes	glyph patch 拟->擬
擱	U+64F1	C0C1	cjk	$0873	base-t2s-ime-glyph-patch	搁	搁	yes	glyph patch 搁->擱
擢	U+64E2	C0C2	cjk	$1C66	base-exact	擢	擢	yes	
斂	U+6582	C0C4	cjk	$0BE4	base-t2s-ime-glyph-patch	敛	敛	yes	glyph patch 敛->斂
斃	U+6583	C0C5	cjk	$056E	base-t2s-ime-glyph-patch	毙	毙	yes	glyph patch 毙->斃
曙	U+66D9	C0C6	cjk	$0FE7	base-exact	曙	曙	yes	
曖	U+66D6	C0C7	cjk	$2918	base-t2s-ime-glyph-patch	暧	暧	yes	glyph patch 暧->曖
檀	U+6A80	C0C8	cjk	$1086	base-exact	檀	檀	yes	
檔	U+6A94	C0C9	cjk	$06E9	base-t2s-ime-glyph-patch	档	档	yes	glyph patch 档->檔
檄	U+6A84	C0CA	cjk	$11B7	base-exact	檄	檄	yes	
檢	U+6AA2	C0CB	cjk	$0A10	base-t2s-ime-glyph-patch	检	检	yes	glyph patch 检->檢
檜	U+6A9C	C0CC	cjk	$286F	base-t2s-ime-glyph-patch	桧	桧	yes	glyph patch 桧->檜
櫛	U+6ADB	C0CD	cjk	$283A	base-t2s-ime-glyph-patch	栉	栉	yes	glyph patch 栉->櫛
檣	U+6AA3	C0CE	cjk	$28A9	base-t2s-ime-glyph-patch	樯	樯	yes	glyph patch 樯->檣
檗	U+6A97	C0D0	cjk	$28BE	base-exact	檗	檗	yes	
檐	U+6A90	C0D1	cjk	$28BC	base-exact	檐	檐	yes	
檠	U+6AA0	C0D2	cjk	$28B1	base-exact	檠	檠	yes	
殮	U+6BAE	C0D4	cjk	$28C7	base-t2s-ime-glyph-patch	殓	殓	yes	glyph patch 殓->殮
氈	U+6C08	C0D6	cjk	$1833	base-t2s-ime-glyph-patch	毡	毡	yes	glyph patch 毡->氈
濱	U+6FF1	C0D8	cjk	$0593	base-t2s-ime-glyph-patch	滨	滨	yes	glyph patch 滨->濱
濟	U+6FDF	C0D9	cjk	$09E3	base-t2s-ime-glyph-patch	济	济	yes	glyph patch 济->濟
濠	U+6FE0	C0DA	cjk	$1ED5	base-exact	濠	濠	yes	
濤	U+6FE4	C0DC	cjk	$10A0	base-t2s-ime-glyph-patch	涛	涛	yes	glyph patch 涛->濤
濫	U+6FEB	C0DD	cjk	$0B98	base-t2s-ime-glyph-patch	滥	滥	yes	glyph patch 滥->濫
濯	U+6FEF	C0DE	cjk	$1ED6	base-exact	濯	濯	yes	
澀	U+6F80	C0DF	cjk	$0F30	base-t2s-ime-glyph-patch	涩	涩	yes	glyph patch 涩->澀
濡	U+6FE1	C0E1	cjk	$1ED2	base-exact	濡	濡	yes	
濮	U+6FEE	C0E4	cjk	$1ED3	base-exact	濮	濮	yes	
濰	U+6FF0	C0E5	cjk	$1142	base-t2s-ime-glyph-patch	潍	潍	yes	glyph patch 潍->濰
燧	U+71E7	C0E6	cjk	$29F5	base-exact	燧	燧	yes	
營	U+71DF	C0E7	cjk	$1368	base-t2s-ime-glyph-patch	营	营	yes	glyph patch 营->營
燮	U+71EE	C0E8	cjk	$1ACE	base-exact	燮	燮	yes	
燦	U+71E6	C0E9	cjk	$05CF	base-t2s-ime-glyph-patch	灿	灿	yes	glyph patch 灿->燦
燥	U+71E5	C0EA	cjk	$180F	base-exact	燥	燥	yes	
燭	U+71ED	C0EB	cjk	$18E8	base-t2s-ime-glyph-patch	烛	烛	yes	glyph patch 烛->燭
燴	U+71F4	C0ED	cjk	$09A4	base-t2s-ime-glyph-patch	烩	烩	yes	glyph patch 烩->燴
燠	U+71E0	C0EE	cjk	$29F3	base-exact	燠	燠	yes	
爵	U+7235	C0EF	cjk	$0AEE	base-exact	爵	爵	yes	
牆	U+7246	C0F0	cjk	$0E7D	base-t2s-ime-glyph-patch	墙	墙	yes	glyph patch 墙->牆
獰	U+7370	C0F1	cjk	$0D84	base-t2s-ime-glyph-patch	狞	狞	yes	glyph patch 狞->獰
獲	U+7372	C0F2	cjk	$09B3	base-t2s-ime-glyph-patch	获	获	yes	glyph patch 获->獲; strict policy: canonical glyph patch for shared code $09B3
璩	U+74A9	C0F3	cjk	$281E	base-exact	璩	璩	yes	
環	U+74B0	C0F4	cjk	$0979	base-t2s-ime-glyph-patch	环	环	yes	glyph patch 环->環
璦	U+74A6	C0F5	cjk	$2810	base-t2s-ime-glyph-patch	瑷	瑷	yes	glyph patch 瑷->璦
璨	U+74A8	C0F6	cjk	$281D	base-exact	璨	璨	yes	
癆	U+7646	C0F7	cjk	$2BB8	base-t2s-ime-glyph-patch	痨	痨	yes	glyph patch 痨->癆
療	U+7642	C0F8	cjk	$0BF8	base-t2s-ime-glyph-patch	疗	疗	yes	glyph patch 疗->療
癌	U+764C	C0F9	cjk	$04CB	base-exact	癌	癌	yes	
瞳	U+77B3	C0FB	cjk	$10DB	base-exact	瞳	瞳	yes	
瞪	U+77AA	C0FC	cjk	$0701	base-exact	瞪	瞪	yes	
瞰	U+77B0	C0FD	cjk	$2A9D	base-exact	瞰	瞰	yes	
瞬	U+77AC	C0FE	cjk	$100C	base-exact	瞬	瞬	yes	
瞧	U+77A7	C140	cjk	$0E86	base-exact	瞧	瞧	yes	
矯	U+77EF	C142	cjk	$0A4A	base-t2s-ime-glyph-patch	矫	矫	yes	glyph patch 矫->矯
磷	U+78F7	C143	cjk	$0C0D	base-exact	磷	磷	yes	
磺	U+78FA	C144	cjk	$0989	base-exact	磺	磺	yes	
磴	U+78F4	C145	cjk	$2A77	base-exact	磴	磴	yes	
磯	U+78EF	C146	cjk	$2A34	base-t2s-ime-glyph-patch	矶	矶	yes	glyph patch 矶->磯
礁	U+7901	C147	cjk	$0A3E	base-exact	礁	礁	yes	
禧	U+79A7	C148	cjk	$2A1A	base-exact	禧	禧	yes	
禪	U+79AA	C149	cjk	$2A17	base-t2s-ime-glyph-patch	禅	禅	yes	glyph patch 禅->禪
穗	U+7A57	C14A	cjk	$104A	base-exact	穗	穗	yes	
窿	U+7ABF	C14B	cjk	$0C38	base-exact	窿	窿	yes	
簇	U+7C07	C14C	cjk	$06AE	base-exact	簇	簇	yes	
簍	U+7C0D	C14D	cjk	$0C41	base-t2s-ime-glyph-patch	篓	篓	yes	glyph patch 篓->簍
篾	U+7BFE	C14E	cjk	$2D02	base-exact	篾	篾	yes	
篷	U+7BF7	C14F	cjk	$0DD7	base-exact	篷	篷	yes	
簌	U+7C0C	C150	cjk	$2D01	base-exact	簌	簌	yes	
糠	U+7CE0	C152	cjk	$0B13	base-exact	糠	糠	yes	
糜	U+7CDC	C153	cjk	$0CDF	base-exact	糜	糜	yes	
糞	U+7CDE	C154	cjk	$07EE	base-t2s-ime-glyph-patch	粪	粪	yes	glyph patch 粪->糞
糟	U+7CDF	C156	cjk	$1803	base-exact	糟	糟	yes	
糙	U+7CD9	C157	cjk	$05D6	base-exact	糙	糙	yes	
糝	U+7CDD	C158	cjk	$2D41	base-t2s-ime-glyph-patch	糁	糁	yes	glyph patch 糁->糝
縮	U+7E2E	C159	cjk	$1069	base-t2s-ime-glyph-patch	缩	缩	yes	glyph patch 缩->縮
績	U+7E3E	C15A	cjk	$09C8	base-t2s-ime-glyph-patch	绩	绩	yes	glyph patch 绩->績
繆	U+7E46	C15B	cjk	$1FD7	base-t2s-ime-glyph-patch	缪	缪	yes	glyph patch 缪->繆
縷	U+7E37	C15C	cjk	$0C74	base-t2s-ime-glyph-patch	缕	缕	yes	glyph patch 缕->縷
縲	U+7E32	C15D	cjk	$1FD6	base-t2s-ime-glyph-patch	缧	缧	yes	glyph patch 缧->縲
繃	U+7E43	C15E	cjk	$054A	base-t2s-ime-glyph-patch	绷	绷	yes	glyph patch 绷->繃
縫	U+7E2B	C15F	cjk	$07FA	base-t2s-ime-glyph-patch	缝	缝	yes	glyph patch 缝->縫
總	U+7E3D	C160	cjk	$1938	base-t2s-ime-glyph-patch	总	总	yes	glyph patch 总->總
縱	U+7E31	C161	cjk	$1939	base-t2s-ime-glyph-patch	纵	纵	yes	glyph patch 纵->縱
繅	U+7E45	C162	cjk	$1FD8	base-t2s-ime-glyph-patch	缫	缫	yes	glyph patch 缫->繅
繁	U+7E41	C163	cjk	$07BF	base-exact	繁	繁	yes	
縴	U+7E34	C164	cjk	$11D5	base-t2s-ime-glyph-patch	纤	纤	yes	glyph patch 纤->縴; strict policy: canonical glyph patch for shared code $11D5
縹	U+7E39	C165	cjk	$1FD4	base-t2s-ime-glyph-patch	缥	缥	yes	glyph patch 缥->縹
縵	U+7E35	C167	cjk	$1FD5	base-t2s-ime-glyph-patch	缦	缦	yes	glyph patch 缦->縵
罄	U+7F44	C16A	cjk	$2CC4	base-exact	罄	罄	yes	
翳	U+7FF3	C16B	cjk	$2D68	base-exact	翳	翳	yes	
翼	U+7FFC	C16C	cjk	$1337	base-exact	翼	翼	yes	
聱	U+8071	C16D	cjk	$2C2C	base-exact	聱	聱	yes	
聲	U+8072	C16E	cjk	$0F93	base-t2s-ime-glyph-patch	声	声	yes	glyph patch 声->聲
聰	U+8070	C16F	cjk	$06A5	base-t2s-ime-glyph-patch	聪	聪	yes	glyph patch 聪->聰
聯	U+806F	C170	cjk	$0BDC	base-t2s-ime-glyph-patch	联	联	yes	glyph patch 联->聯
聳	U+8073	C171	cjk	$1028	base-t2s-ime-glyph-patch	耸	耸	yes	glyph patch 耸->聳
臆	U+81C6	C172	cjk	$1326	base-exact	臆	臆	yes	
臃	U+81C3	C173	cjk	$1375	base-exact	臃	臃	yes	
膺	U+81BA	C174	cjk	$1DD3	base-exact	膺	膺	yes	
臂	U+81C2	C175	cjk	$0579	base-exact	臂	臂	yes	
臀	U+81C0	C176	cjk	$1102	base-exact	臀	臀	yes	
膿	U+81BF	C177	cjk	$0D8D	base-t2s-ime-glyph-patch	脓	脓	yes	glyph patch 脓->膿
膽	U+81BD	C178	cjk	$06DC	base-t2s-ime-glyph-patch	胆	胆	yes	glyph patch 胆->膽
臉	U+81C9	C179	cjk	$0BE5	base-t2s-ime-glyph-patch	脸	脸	yes	glyph patch 脸->臉
膾	U+81BE	C17A	cjk	$2994	base-t2s-ime-glyph-patch	脍	脍	yes	glyph patch 脍->膾
臨	U+81E8	C17B	cjk	$0C0F	base-t2s-ime-glyph-patch	临	临	yes	glyph patch 临->臨
舉	U+8209	C17C	cjk	$0AD3	base-t2s-ime-glyph-patch	举	举	yes	glyph patch 举->舉
艱	U+8271	C17D	cjk	$0A0C	base-t2s-ime-glyph-patch	艰	艰	yes	glyph patch 艰->艱
薪	U+85AA	C17E	cjk	$122D	base-exact	薪	薪	yes	
薄	U+8584	C1A1	cjk	$0529	base-exact	薄	薄	yes	
蕾	U+857E	C1A2	cjk	$0BAD	base-exact	蕾	蕾	yes	
薜	U+859C	C1A3	cjk	$1BF5	base-exact	薜	薜	yes	
薔	U+8594	C1A5	cjk	$0E7E	base-t2s-ime-glyph-patch	蔷	蔷	yes	glyph patch 蔷->薔
薯	U+85AF	C1A6	cjk	$0FE5	base-exact	薯	薯	yes	
薛	U+859B	C1A7	cjk	$128A	base-exact	薛	薛	yes	
薇	U+8587	C1A8	cjk	$1BF1	base-exact	薇	薇	yes	
薨	U+85A8	C1A9	cjk	$1BF0	base-exact	薨	薨	yes	
薊	U+858A	C1AA	cjk	$09DB	base-t2s-ime-glyph-patch	蓟	蓟	yes	glyph patch 蓟->薊
虧	U+8667	C1AB	cjk	$0B6D	base-t2s-ime-glyph-patch	亏	亏	yes	glyph patch 亏->虧
蟀	U+87C0	C1AC	cjk	$2CB4	base-exact	蟀	蟀	yes	
蟑	U+87D1	C1AD	cjk	$2CB3	base-exact	蟑	蟑	yes	
螳	U+87B3	C1AE	cjk	$2CAF	base-exact	螳	螳	yes	
蟒	U+87D2	C1AF	cjk	$2CA4	base-exact	蟒	蟒	yes	
蟆	U+87C6	C1B0	cjk	$2CA5	base-exact	蟆	蟆	yes	
螫	U+87AB	C1B1	cjk	$2CAB	base-exact	螫	螫	yes	
螻	U+87BB	C1B2	cjk	$2C9D	base-t2s-ime-glyph-patch	蝼	蝼	yes	glyph patch 蝼->螻
螺	U+87BA	C1B3	cjk	$0C8B	base-exact	螺	螺	yes	
蟈	U+87C8	C1B4	cjk	$2C8B	base-t2s-ime-glyph-patch	蝈	蝈	yes	glyph patch 蝈->蟈
蟋	U+87CB	C1B5	cjk	$2CB0	base-exact	蟋	蟋	yes	
褻	U+893B	C1B6	cjk	$1A2A	base-t2s-ime-glyph-patch	亵	亵	yes	glyph patch 亵->褻
褶	U+8936	C1B7	cjk	$2C0C	base-exact	褶	褶	yes	
襄	U+8944	C1B8	cjk	$11EF	base-exact	襄	襄	yes	
褸	U+8938	C1B9	cjk	$2C08	base-t2s-ime-glyph-patch	褛	褛	yes	glyph patch 褛->褸
覬	U+89AC	C1BB	cjk	$292F	base-t2s-ime-glyph-patch	觊	觊	yes	glyph patch 觊->覬
謎	U+8B0E	C1BC	cjk	$0CE1	base-t2s-ime-glyph-patch	谜	谜	yes	glyph patch 谜->謎
謗	U+8B17	C1BD	cjk	$0523	base-t2s-ime-glyph-patch	谤	谤	yes	glyph patch 谤->謗
謙	U+8B19	C1BE	cjk	$0E6B	base-t2s-ime-glyph-patch	谦	谦	yes	glyph patch 谦->謙
講	U+8B1B	C1BF	cjk	$0A38	base-t2s-ime-glyph-patch	讲	讲	yes	glyph patch 讲->講
謊	U+8B0A	C1C0	cjk	$0993	base-t2s-ime-glyph-patch	谎	谎	yes	glyph patch 谎->謊
謠	U+8B20	C1C1	cjk	$12E7	base-t2s-ime-glyph-patch	谣	谣	yes	glyph patch 谣->謠
謝	U+8B1D	C1C2	cjk	$122B	base-t2s-ime-glyph-patch	谢	谢	yes	glyph patch 谢->謝
謄	U+8B04	C1C3	cjk	$10AE	base-t2s-ime-glyph-patch	誊	誊	yes	glyph patch 誊->謄
謐	U+8B10	C1C4	cjk	$1A81	base-t2s-ime-glyph-patch	谧	谧	yes	glyph patch 谧->謐
豁	U+8C41	C1C5	cjk	$09AF	base-exact	豁	豁	yes	
豳	U+8C73	C1C7	cjk	$1D6F	base-exact	豳	豳	yes	
賺	U+8CFA	C1C8	cjk	$1904	base-t2s-ime-glyph-patch	赚	赚	yes	glyph patch 赚->賺
賽	U+8CFD	C1C9	cjk	$0F21	base-t2s-ime-glyph-patch	赛	赛	yes	glyph patch 赛->賽
購	U+8CFC	C1CA	cjk	$08A2	base-t2s-ime-glyph-patch	购	购	yes	glyph patch 购->購
賻	U+8CFB	C1CC	cjk	$292D	base-t2s-ime-glyph-patch	赙	赙	yes	glyph patch 赙->賻
趨	U+8DA8	C1CD	cjk	$0EB7	base-t2s-ime-glyph-patch	趋	趋	yes	glyph patch 趋->趨
蹉	U+8E49	C1CE	cjk	$2DC1	base-exact	蹉	蹉	yes	
蹋	U+8E4B	C1CF	cjk	$1075	base-exact	蹋	蹋	yes	
蹈	U+8E48	C1D0	cjk	$06EC	base-exact	蹈	蹈	yes	
蹊	U+8E4A	C1D1	cjk	$2DC6	base-exact	蹊	蹊	yes	
轄	U+8F44	C1D2	cjk	$11C7	base-t2s-ime-glyph-patch	辖	辖	yes	glyph patch 辖->轄
輾	U+8F3E	C1D3	cjk	$1839	base-t2s-ime-glyph-patch	辗	辗	yes	glyph patch 辗->輾
轂	U+8F42	C1D4	cjk	$29C9	base-t2s-ime-glyph-patch	毂	毂	yes	glyph patch 毂->轂
轅	U+8F45	C1D5	cjk	$13CB	base-t2s-ime-glyph-patch	辕	辕	yes	glyph patch 辕->轅
輿	U+8F3F	C1D6	cjk	$139D	base-t2s-ime-glyph-patch	舆	舆	yes	glyph patch 舆->輿
避	U+907F	C1D7	cjk	$057A	base-exact	避	避	yes	
遽	U+907D	C1D8	cjk	$1F11	base-exact	遽	遽	yes	
還	U+9084	C1D9	cjk	$097B	base-t2s-ime-glyph-patch	还	还	yes	glyph patch 还->還
邁	U+9081	C1DA	cjk	$0CA3	base-t2s-ime-glyph-patch	迈	迈	yes	glyph patch 迈->邁
邂	U+9082	C1DB	cjk	$1F12	base-exact	邂	邂	yes	
邀	U+9080	C1DC	cjk	$12DF	base-exact	邀	邀	yes	
鄹	U+9139	C1DD	cjk	$1AC0	base-exact	鄹	鄹	yes	
醣	U+91A3	C1DE	cjk	$2D8F	base-exact	糖	醣	yes	
醞	U+919E	C1DF	cjk	$13E9	base-t2s-ime-glyph-patch	酝	酝	yes	glyph patch 酝->醞
鍍	U+934D	C1E1	cjk	$0776	base-t2s-ime-glyph-patch	镀	镀	yes	glyph patch 镀->鍍
鎂	U+9382	C1E2	cjk	$0CCA	base-t2s-ime-glyph-patch	镁	镁	yes	glyph patch 镁->鎂
錨	U+9328	C1E3	cjk	$0CB6	base-t2s-ime-glyph-patch	锚	锚	yes	glyph patch 锚->錨
鍵	U+9375	C1E4	cjk	$0A24	base-t2s-ime-glyph-patch	键	键	yes	glyph patch 键->鍵
鍥	U+9365	C1E6	cjk	$2B1D	base-t2s-ime-glyph-patch	锲	锲	yes	glyph patch 锲->鍥
鍋	U+934B	C1E7	cjk	$08E0	base-t2s-ime-glyph-patch	锅	锅	yes	glyph patch 锅->鍋
錘	U+9318	C1E8	cjk	$068E	base-t2s-ime-glyph-patch	锤	锤	yes	glyph patch 锤->錘; strict policy: canonical glyph patch for shared code $068E
鍾	U+937E	C1E9	cjk	$18C9	base-t2s-ime-glyph-patch	钟	钟	yes	glyph patch 钟->鍾; strict policy: canonical glyph patch for shared code $18C9
鍬	U+936C	C1EA	cjk	$0E82	base-t2s-ime-glyph-patch	锹	锹	yes	glyph patch 锹->鍬
鍛	U+935B	C1EB	cjk	$077D	base-t2s-ime-glyph-patch	锻	锻	yes	glyph patch 锻->鍛
鍰	U+9370	C1EC	cjk	$2B24	base-t2s-ime-glyph-patch	锾	锾	yes	glyph patch 锾->鍰
鍔	U+9354	C1EE	cjk	$2B20	base-t2s-ime-glyph-patch	锷	锷	yes	glyph patch 锷->鍔
闊	U+95CA	C1EF	cjk	$0B7F	base-t2s-ime-glyph-patch	阔	阔	yes	glyph patch 阔->闊
闋	U+95CB	C1F0	cjk	$1E31	base-t2s-ime-glyph-patch	阕	阕	yes	glyph patch 阕->闋
闌	U+95CC	C1F1	cjk	$0B8F	base-t2s-ime-glyph-patch	阑	阑	yes	glyph patch 阑->闌
闈	U+95C8	C1F2	cjk	$1E20	base-t2s-ime-glyph-patch	闱	闱	yes	glyph patch 闱->闈
隱	U+96B1	C1F4	cjk	$1349	base-t2s-ime-glyph-patch	隐	隐	yes	glyph patch 隐->隱
隸	U+96B8	C1F5	cjk	$0BD7	base-t2s-ime-glyph-patch	隶	隶	yes	glyph patch 隶->隸
雖	U+96D6	C1F6	cjk	$1043	base-t2s-ime-glyph-patch	虽	虽	yes	glyph patch 虽->雖
霜	U+971C	C1F7	cjk	$1004	base-exact	霜	霜	yes	
霞	U+971E	C1F8	cjk	$11C6	base-exact	霞	霞	yes	
鞠	U+97A0	C1F9	cjk	$0AC9	base-exact	鞠	鞠	yes	
韓	U+97D3	C1FA	cjk	$08F1	base-t2s-ime-glyph-patch	韩	韩	yes	glyph patch 韩->韓
顆	U+9846	C1FB	cjk	$0B25	base-t2s-ime-glyph-patch	颗	颗	yes	glyph patch 颗->顆
颶	U+98B6	C1FC	cjk	$29C3	base-t2s-ime-glyph-patch	飓	飓	yes	glyph patch 飓->颶
騁	U+9A01	C1FE	cjk	$0634	base-t2s-ime-glyph-patch	骋	骋	yes	glyph patch 骋->騁
駿	U+99FF	C240	cjk	$0B01	base-t2s-ime-glyph-patch	骏	骏	yes	glyph patch 骏->駿
鮮	U+9BAE	C241	cjk	$11D4	base-t2s-ime-glyph-patch	鲜	鲜	yes	glyph patch 鲜->鮮
鮫	U+9BAB	C242	cjk	$2E21	base-t2s-ime-glyph-patch	鲛	鲛	yes	glyph patch 鲛->鮫
鮪	U+9BAA	C243	cjk	$2E1E	base-t2s-ime-glyph-patch	鲔	鲔	yes	glyph patch 鲔->鮪
鮭	U+9BAD	C244	cjk	$2E1C	base-t2s-ime-glyph-patch	鲑	鲑	yes	glyph patch 鲑->鮭
鴻	U+9D3B	C245	cjk	$0936	base-t2s-ime-glyph-patch	鸿	鸿	yes	glyph patch 鸿->鴻
鴿	U+9D3F	C246	cjk	$0875	base-t2s-ime-glyph-patch	鸽	鸽	yes	glyph patch 鸽->鴿
麋	U+9E8B	C247	cjk	$2E9F	base-exact	麋	麋	yes	
黏	U+9ECF	C248	cjk	$2B70	base-exact	黏	黏	yes	
點	U+9EDE	C249	cjk	$071E	base-t2s-ime-glyph-patch	点	点	yes	glyph patch 点->點
黜	U+9EDC	C24A	cjk	$2EA5	base-exact	黜	黜	yes	
黝	U+9EDD	C24B	cjk	$2EA6	base-exact	黝	黝	yes	
黛	U+9EDB	C24C	cjk	$2EA4	base-exact	黛	黛	yes	
鼾	U+9F3E	C24D	cjk	$2EB5	base-exact	鼾	鼾	yes	
齋	U+9F4B	C24E	cjk	$182D	base-t2s-ime-glyph-patch	斋	斋	yes	glyph patch 斋->齋
叢	U+53E2	C24F	cjk	$06AA	base-t2s-ime-glyph-patch	丛	丛	yes	glyph patch 丛->叢
嚕	U+5695	C250	cjk	$1CFA	base-t2s-ime-glyph-patch	噜	噜	yes	glyph patch 噜->嚕
壙	U+58D9	C252	cjk	$1AE3	base-t2s-ime-glyph-patch	圹	圹	yes	glyph patch 圹->壙
壘	U+58D8	C253	cjk	$0BB1	base-t2s-ime-glyph-patch	垒	垒	yes	glyph patch 垒->壘
嬸	U+5B38	C254	cjk	$0F8E	base-t2s-ime-glyph-patch	婶	婶	yes	glyph patch 婶->嬸
彝	U+5F5D	C255	cjk	$1313	base-exact	彝	彝	yes	
懣	U+61E3	C256	cjk	$2A2D	base-t2s-ime-glyph-patch	懑	懑	yes	glyph patch 懑->懣
戳	U+6233	C257	cjk	$0697	base-exact	戳	戳	yes	
擴	U+64F4	C258	cjk	$0B7D	base-t2s-ime-glyph-patch	扩	扩	yes	glyph patch 扩->擴
擲	U+64F2	C259	cjk	$18B6	base-t2s-ime-glyph-patch	掷	掷	yes	glyph patch 掷->擲
攆	U+6506	C25B	cjk	$0D74	base-t2s-ime-glyph-patch	撵	撵	yes	glyph patch 撵->攆
擺	U+64FA	C25C	cjk	$04FC	base-t2s-ime-glyph-patch	摆	摆	yes	glyph patch 摆->擺; strict policy: canonical glyph patch for shared code $04FC
擻	U+64FB	C25D	cjk	$1031	base-t2s-ime-glyph-patch	擞	擞	yes	glyph patch 擞->擻
擷	U+64F7	C25E	cjk	$1C49	base-t2s-ime-glyph-patch	撷	撷	yes	glyph patch 撷->擷
斷	U+65B7	C25F	cjk	$077F	base-t2s-ime-glyph-patch	断	断	yes	glyph patch 断->斷
曜	U+66DC	C260	cjk	$291C	base-exact	曜	曜	yes	
朦	U+6726	C261	cjk	$29B6	base-exact	朦	朦	yes	
檳	U+6AB3	C262	cjk	$28A4	base-t2s-ime-glyph-patch	槟	槟	yes	glyph patch 槟->檳
檬	U+6AAC	C263	cjk	$0CD6	base-exact	檬	檬	yes	
檻	U+6ABB	C265	cjk	$0A1E	base-t2s-ime-glyph-patch	槛	槛	yes	glyph patch 槛->檻
檸	U+6AB8	C266	cjk	$0D83	base-t2s-ime-glyph-patch	柠	柠	yes	glyph patch 柠->檸
歟	U+6B5F	C26A	cjk	$29BB	base-t2s-ime-glyph-patch	欤	欤	yes	glyph patch 欤->歟
歸	U+6B78	C26B	cjk	$08D1	base-t2s-ime-glyph-patch	归	归	yes	glyph patch 归->歸
殯	U+6BAF	C26C	cjk	$28CB	base-t2s-ime-glyph-patch	殡	殡	yes	glyph patch 殡->殯
瀉	U+7009	C26D	cjk	$122A	base-t2s-ime-glyph-patch	泻	泻	yes	glyph patch 泻->瀉
濾	U+6FFE	C26F	cjk	$0C79	base-t2s-ime-glyph-patch	滤	滤	yes	glyph patch 滤->濾
瀆	U+7006	C270	cjk	$1E90	base-t2s-ime-glyph-patch	渎	渎	yes	glyph patch 渎->瀆
濺	U+6FFA	C271	cjk	$0A2C	base-t2s-ime-glyph-patch	溅	溅	yes	glyph patch 溅->濺
瀑	U+7011	C272	cjk	$0E25	base-exact	瀑	瀑	yes	
瀏	U+700F	C273	cjk	$1E7D	base-t2s-ime-glyph-patch	浏	浏	yes	glyph patch 浏->瀏
燼	U+71FC	C275	cjk	$0A99	base-t2s-ime-glyph-patch	烬	烬	yes	glyph patch 烬->燼
燾	U+71FE	C276	cjk	$29FA	base-t2s-ime-glyph-patch	焘	焘	yes	glyph patch 焘->燾
獷	U+7377	C278	cjk	$1D84	base-t2s-ime-glyph-patch	犷	犷	yes	glyph patch 犷->獷
獵	U+7375	C279	cjk	$0C0A	base-t2s-ime-glyph-patch	猎	猎	yes	glyph patch 猎->獵
